Road Name,Distance (km),Time (mins),Ratio (km/min),Start_point,End_point
طريق رماح الرمحية,6.404,18.816666666666663,0.3403365810451727,"(24.6236475, 46.6989848)","(24.5854023, 46.6870969)"
الفروثي,7.333,17.816666666666666,0.4115809167446211,"(24.764204, 46.6916631)","(24.7187709, 46.6844178)"
طريق وادي حنيفة,22.946,45.416666666666664,0.5052330275229359,"(24.7033408, 46.6807956)","(24.5998153, 46.60298119999999)"
عمرو بن العاص,6.831,13.666666666666666,0.499829268292683,"(24.6484974, 46.7073647)","(24.6325151, 46.6750609)"
Al Farzdaq Street,12.989,41.93333333333333,0.3097535771065183,"(24.6870478, 46.7430136)","(24.6048722, 46.7188421)"
ابن أبي خلق,6.9,20.066666666666663,0.3438538205980067,"(24.7233106, 46.82316489999999)","(24.6967577, 46.7762684)"
شارع الوليد بن جابر,6.895,14.066666666666666,0.4901658767772511,"(24.5969246, 46.5836972)","(24.5848388, 46.5355198)"
شارع اسد بن خزيمة,8.842,19.583333333333332,0.4515063829787235,"(24.6580379, 46.7768732)","(24.6289546, 46.7623591)"
الورد,11.976,27.816666666666663,0.4305332534451768,"(24.6770813, 46.5903299)","(24.6277137, 46.54394749999999)"
Al Masrouh,8.346,18.8,0.4439361702127659,"(24.6219828, 46.7653843)","(24.5942887, 46.7283912)"
الأمير فيصل بن عبدالعزيز بن سعود,6.804,13.05,0.5213793103448275,"(24.6151277, 46.7067607)","(24.6092966, 46.6898516)"
Malham,7.63,11.633333333333333,0.6558739255014326,"(25.1859133, 46.35646819999999)","(25.1446629, 46.3126088)"
Imam Malik Road,22.275,31.416666666666668,0.7090185676392572,"(24.8506483, 46.7188421)","(24.7825477, 46.56863670000001)"
منيفة,8.361,17.9,0.4670949720670392,"(24.7287144, 46.6720429)","(24.6888318, 46.6388195)"
حي الروضة,9.642,20.066666666666663,0.4804983388704318,"(24.7532343, 46.7870871)","(24.7145113, 46.7488715)"
السائب بن زيد,7.371,20.083333333333332,0.3670207468879669,"(24.7469689, 46.8410273)","(24.706146, 46.8107557)"
ثمينة,9.22,15.916666666666666,0.5792670157068064,"(24.8090501, 46.763115)","(24.772079, 46.71129089999999)"
بيدة,8.496,21.25,0.3998117647058823,"(24.6137046, 46.6878894)","(24.5886539, 46.6349367)"
عبداللطيف الخيمي,6.273,13.4,0.4681343283582089,"(24.6668921, 46.7040428)","(24.6644876, 46.6998152)"
الحويرة,9.177,18.933333333333337,0.4847007042253521,"(24.6860722, 46.8153462)","(24.6433178, 46.7776658)"
التوحيد,6.077,9.666666666666666,0.6286551724137931,"(24.5602792, 46.6204638)","(24.5516396, 46.609009)"
القاضي الفراء,6.709,18.233333333333334,0.3679524680073125,"(25.1564724, 47.34695430000001)","(24.2939113, 46.2981033)"
شارع الاسود بن ابي الاسود النهدي,13.867,23.1,0.6003030303030303,"(24.7586531, 46.8591989)","(24.717821, 46.8295219)"
